Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,Purple,,,40,,,,,14:365615#Purple;200000124:100013888;200007763:201336100,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8fd577de88fe4c679c2f2665ed6eb3bd.webp?v=1748112621,53,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/52176f1fb9a44168bea9aa0a58dc919d.webp?v=1748112621,lb,,10.76,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,White,,,39,,,,,14:9859092#White;200000124:200000364;200007763:201336100,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/dd92942e82a9416dbefbc2c1551b5a9b.webp?v=1748112621,54,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8c3ce03474034e6cba57bcc18f962a6b.webp?v=1748112621,lb,,10.03,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,White,,,36,,,,,14:9859092#White;200000124:200000334;200007763:201336100,0.0,shopify,deny,manual,19.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/2ebc3fe56a864addad6fb993302ffb14.webp?v=1748112621,55,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/7d862fbadd7746e994cb0d5838e6de53.webp?v=1748112621,lb,,9.27,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,Black,,,43,,,,,14:771#Black;200000124:200000338;200007763:201336100,0.0,shopify,deny,manual,21.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/5d85cebd0c5c4332b267bee41bbb6517.webp?v=1748112621,56,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/ff2a997cc3ed43c29dc2b8fb86850596.webp?v=1748112621,lb,,11.81,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4f3d04b29a0e4595934525e528a24290.webp?v=1748112621,57,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/19eb28fc16a34b5a9672412f05ae7246.webp?v=1748112621,58,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/2b7471488c16481ca8dd07ce62c91dce.webp?v=1748112621,59,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/d2cad26cab084fdd99b9627efd95c39c.webp?v=1748112621,60,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/c82f41307e754ccb863afaa7a7cfd86d.webp?v=1748112621,61,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/3668757618584802adf5d78c5f056af8.webp?v=1748112621,62,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/e42713e3c67745a1b8edfad1d7219f07.webp?v=1748112621,63,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/d6593d4bcb8d433eb6c087a1b5d9704a.webp?v=1748112621,64,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/f6a6fc703f8f4dafaca4220c0bb69f53.webp?v=1748112621,65,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/52176f1fb9a44168bea9aa0a58dc919d.webp?v=1748112621,66,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8c3ce03474034e6cba57bcc18f962a6b.webp?v=1748112621,67,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/7d862fbadd7746e994cb0d5838e6de53.webp?v=1748112621,68,"",,,,,,,,,,,,,,,,,,,
eyriphy-orthopedic-sandals-for-women-recovery-flip-flops-pillow-lightweight-non-slips-summer-women-beach-shoes-with-arch-support,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/ff2a997cc3ed43c29dc2b8fb86850596.webp?v=1748112621,69,"",,,,,,,,,,,,,,,,,,,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,Asgard Orthopedic Sandals For Women Men Indoor EVA Recovery Flip Flops With Arch Support  Pillow Soft Summer Slip On Beach Shoes,"<div class=""detailmodule_html""><div class=""detail-desc-decorate-richtext"">
<h1 style=""text-align:center"" align=""center"">Asgard Orthopedic Sandals For Women Men Indoor EVA Recovery Flip Flops With Arch Support  Pillow Soft Summer Slip On Beach Shoes</h1>
<h3 style='font-family:""Amazon Ember"", Arial, sans-serif;font-size:18px;line-height:24px;color:rgb(15, 17, 17);background-color:rgb(255, 255, 255);margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;padding:4px 0px 14px;padding-bottom:14px;padding-top:4px;padding-left:0px;padding-right:0px;box-sizing:border-box' class=""product-facts-title"">About this item</h3>
<ul style='font-family:""Amazon Ember"", Arial, sans-serif;font-size:14px;color:rgb(15, 17, 17);background-color:rgb(255, 255, 255);margin:0px 0px 0px 18px;margin-bottom:0px;margin-top:0px;margin-left:18px;margin-right:0px;padding:0px;padding-bottom:0px;padding-top:0px;padding-left:0px;padding-right:0px;box-sizing:border-box' class=""a-unordered-list a-vertical a-spacing-small"">
<li style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;list-style:disc;box-sizing:border-box""><p><span class=""a-list-item a-size-base a-color-base"" style=""color:var(--__N4QdCheV6mGo,#0f1111)"">【Arch Support】Shevalues orthotic sandals are designed with ergonomic arch support to reduce stress, improve gait, and greatly relieve foot pains like Plantar Fasciitis, Arthritis, and Swollen Feet.</span></p></li>
<li style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;list-style:disc;box-sizing:border-box""><p><span class=""a-list-item a-size-base a-color-base"" style=""color:var(--__N4QdCheV6mGo,#0f1111)"">【Unbeatable Comfort】These cloudies slides are built with 1.6'' squishy EVA midsoles for supreme shock absorption and unbeatable cushioning, making every step feel like walking on clouds.</span></p></li>
<li style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;list-style:disc;box-sizing:border-box""><p><span class=""a-list-item a-size-base a-color-base"" style=""color:var(--__N4QdCheV6mGo,#0f1111)"">【Summer Fashion】 These women's ortho flip-flops are incredibly lightweight, waterproof, and buoyant. Thong design and versatility make them suitable for walking, beach, or other summer activities.</span></p></li>
<li style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;list-style:disc;box-sizing:border-box""><p><span class=""a-list-item a-size-base a-color-base"" style=""color:var(--__N4QdCheV6mGo,#0f1111)"">【Non-slip】Durable non slip outsole with perfect traction and grip to ensure the best anti skid protection, giving you a sturdy and secure footing on slick ground.</span></p></li>
<li style=""margin:0px;margin-bottom:0px;margin-top:0px;margin-left:0px;margin-right:0px;list-style:disc;box-sizing:border-box""><p><span class=""a-list-item a-size-base a-color-base"" style=""color:var(--__N4QdCheV6mGo,#0f1111)"">【Easy Care】Supportive Flip flops for men and women are easily cleaned with water or a damp towel, and they are quick to dry. It is important to note that they will shrink when exposed to the sun, please avoid exposure to high temperatures for a long time.</span></p></li>
</ul>
<p><br></p>
<div><p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Se596dad3b8244f9ea025e467a5f1763em.jpg"" slate-data-type=""image""></p></div>
<div><br></div>
<p><br></p>
<p><br></p>
<div>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S8b3baddbd6f34af689d12d796a47e8cas.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S62675903113a4afdba06d600971cfab8l.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Sd82afac291a04a789989584be7559932y.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Sbf3bf56b558c49dfa1f01288ec716b3cR.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S3b70ee2a29fc403185c2ad9bf106323a3.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Sb4ae91c866ed42ba9034acf24ca31c59L.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S907be4db67fe4f05a3bd3e9576db2790c.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S15763df845984a5ea653655bb25154fai.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Sf13400c4b4fb49d0aeaef68e01010806R.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S47de250199f142d5ae33a55000107accv.jpg"" slate-data-type=""image""></p>
<p><br></p>
<p><br></p>
<div>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S58a3fd76bc7e4e9b99b3fcf6d2a3594eD.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S471dc39a717444549fcba192101aac85C.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S9b258361660d44628ac1513d908818613.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/S9707a92f3be44ced83f852524991766fz.jpg"" slate-data-type=""image""></p>
<p><img style=""width:1464px"" width=""1464px"" src=""https://ae01.alicdn.com/kf/Seb1e2d0b08394df596dc9fb308ffa494D.jpg"" slate-data-type=""image""></p>
</div>
<div><br></div>
<p><br></p>
</div>
<div><br></div>
<p><br></p>
</div></div><p><br></p>",KaziHub,,"","",true,Color,Khaki 1,,Shoe Size,44,,,,,14:771#Khaki 1;200000124:100010487;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/36bcf13a2eb4422aaa3e21f31fe12b44.webp?v=1748112584,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/bfc6afcc161e4faf9c4c5f504b8beab6.webp?v=1748112598,lb,,24.44,active
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Khaki 1,,,37,,,,,14:771#Khaki 1;200000124:100010482;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/c01bbf504b6544e985d0c41b3256dc3c.webp?v=1748112584,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4b9e8b25e5fe45b4bcebe894b1f91291.webp?v=1748112599,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Khaki 1,,,43,,,,,14:771#Khaki 1;200000124:200000338;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/327616cb44eb42acb2e4e700b59f7f18.webp?v=1748112584,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8198fb48cc17409aba25f64888952b97.webp?v=1748112598,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Khaki 1,,,40,,,,,14:771#Khaki 1;200000124:100013888;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/b5638ff00eeb4e6faf03eb199d7901bd.webp?v=1748112584,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/46f31bd0e7974d6693e9927c775fd67e.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Khaki 1,,,38,,,,,14:771#Khaki 1;200000124:200000898;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/488952d4ff7c4add886c6101558cd574.webp?v=1748112584,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/f34002554c1f47908656987a12749909.webp?v=1748112599,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Khaki 1,,,39,,,,,14:771#Khaki 1;200000124:200000364;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/634a572c9ac743cba327ebcc4fbf2349.webp?v=1748112584,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/ac59f730ca854d1f9d446abf41a9ca2e.webp?v=1748112599,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,40,,,,,14:88490676#Grey 1;200000124:100013888;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/76b8efefb10e4871af94cc79db8f9a97.webp?v=1748112584,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/57b2d98a648d4543ab5854d841cd5ed0.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,41,,,,,14:88490676#Grey 1;200000124:100010483;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/56c028a49f194c3e8621a06b21d42ec7.webp?v=1748112584,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/b4860d2e38aa499b8b1d6458103f08ce.webp?v=1748112598,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,42,,,,,14:88490676#Grey 1;200000124:200000337;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/b3e91e42ed404cc08d50cc98293851b4.webp?v=1748112584,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/297f5322c7474a88932da0eb2a351a01.webp?v=1748112598,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,36,,,,,14:88490676#Grey 1;200000124:200000334;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4e1481d9913343369d6efc14ed7c0231.webp?v=1748112584,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/bfd6d5fd6de742d099279e8182652c78.webp?v=1748112599,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,40,,,,,14:200004870#Light khaki 1;200000124:100013888;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/87d13c3a00714abda8ea3c2281bd0618.webp?v=1748112584,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/47bec6105e064bc0aa7621edd430430d.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,38,,,,,14:200004870#Light khaki 1;200000124:200000898;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/21e60d96341948bf81ac08a770b02b2a.webp?v=1748112584,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/b0cce6565d2945aa881d45e3f261444c.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,39,,,,,14:200004870#Light khaki 1;200000124:200000364;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/b932b2b468e64f0b8eead641029fa719.webp?v=1748112584,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/66167f03e93048bbbc0152cc52af4026.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,42,,,,,14:200004870#Light khaki 1;200000124:200000337;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/f06781d06d684eb396b2f94f02b6f6a1.webp?v=1748112584,14,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4b85953fbab74665b0244bdb1945ba1a.webp?v=1748112598,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,44,,,,,14:200004870#Light khaki 1;200000124:100010487;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/d7c1d34cb50149899e1f1ab20e8075e8.webp?v=1748112584,15,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/bc0a43ced131430aa9ce98908c31b512.webp?v=1748112598,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,43,,,,,14:200004870#Light khaki 1;200000124:200000338;200007763:201336100,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4bad887a016d429099862f90eb9aa4a2.webp?v=1748112584,16,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/2a4cb251e30f414096a924a349bb3e88.webp?v=1748112599,lb,,24.44,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,37,,,,,14:88490676#Grey 1;200000124:100010482;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/de4d786056764371b6288f2835f7ee09.webp?v=1748112584,17,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/0068aa1ec0db41bd8c772f3a6316ed17.webp?v=1748112599,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Grey 1,,,39,,,,,14:88490676#Grey 1;200000124:200000364;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/bfc6afcc161e4faf9c4c5f504b8beab6.webp?v=1748112598,18,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/23725a67c0614b2abbb2391c742a74f8.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,36,,,,,14:200004870#Light khaki 1;200000124:200000334;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/4b9e8b25e5fe45b4bcebe894b1f91291.webp?v=1748112599,19,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/2960c622a34d4ba09071491fb01c3075.webp?v=1748112598,lb,,22.64,
asgard-orthopedic-sandals-for-women-men-indoor-eva-recovery-flip-flops-with-arch-support-pillow-soft-summer-slip-on-beach-shoes,,,,,,,,,Light khaki 1,,,37,,,,,14:200004870#Light khaki 1;200000124:100010482;200007763:201336100,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/8198fb48cc17409aba25f64888952b97.webp?v=1748112598,20,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0914/7816/3826/files/291a771a73954ca8bb1e6cab126b717a.webp?v=1748112599,lb,,22.64,
